,sentence,label
13489,im exactly sure least im still sleeping well generally feel fine wake morning,joy
13490,feel like pee already thinking thing poking g spot determined find stimulation method enjoy,joy
13491,feel like shirley maclaine weepy chick flick julia roberts pain mother shirley demands drugs,sadness
13492,feeling determined going get,joy
13493,feel though sub arguments stronger support claims better beginning,joy
13494,feel amazing abundance life keenly,joy
13495,told felt treated bad made feel stupid know,sadness
13496,would save next time im feeling cranky irritable spray lightly behind ears,anger
13497,feeling positive,joy
13498,like keep hand feeling brave extraordinary,joy
13499,feel im simply doomed repeat cycle obesity,sadness
13500,feel gorgeous wearing,joy
13501,feeling said impatient,anger
13502,ive ever invented hail ember flake probably three story feels especially vulnerable,fear
13503,feel fine tweet name fb share type button count share url http www,joy
13504,feel inhibited shy town camera centre london,sadness
13505,admit feeling pace heat glad blind beautiful next could catch breath,joy
13506,never type person feel homesick away,sadness
13507,feels rebellious,anger
13508,need see wild feel completely satisfied say least fulfilled whalentee,joy
13509,stack pillows side bed feels less empty really nice real person back bed,sadness
13510,india lost benson hedges cricket trophy,sadness
13511,said without emotion feeling freaked fearful anxiety welling chest,fear
13512,feel im trying considerate others,love
13513,feeling completely useless lately,sadness
13514,feel pleasantly mellow regardless,joy
13515,feel romantic wear raphael coat,love
13516,want share feel like socially acceptable right,joy
13517,really worried would feel intimidated monica met morning incredibly welcoming made feel relaxed straight away,fear
13518,feel burdened guilt burdening burden knowing burden,sadness
13519,feel bitter cancer relegated unnecessary meet someone important oncologist,anger
13520,feel wanatribe may become vital link writing network,joy
13521,feel uncomfortable wear lenses brown lenses make want get blue lenses,fear
13522,feel like awful lot happened past week,sadness
13523,feel helpless lost upset worst,sadness
13524,feel jealous whenever relationship dont get talk anymore,anger
13525,feeling pretty bitchy horrible dont worry,anger
13526,early today vote lines got long didnt feeling uncomfortable another reason,fear
13527,finished blogging feeling shaky checked level see,fear
13528,still love run plan keep want register many races feel like every exercise moment needs devoted running,love
13529,feel like ive terribly wronged hopeless,anger
13530,threw open windows minutes freezing shut sat back enjoyed feeling tranquility comes minutes precious minutes everything spotlessly order,joy
13531,feel beaten tattered washed drowning rise air moment hear little praise another wave gust wind knocks,sadness
13532,feel students need compassionate strong dedicated individuals embrace role luminary humility sense adventure,love
13533,feel paints perfect plein air work,joy
13534,help feel jaded,sadness
13535,think time find better stress management techniques choke back feeling overwhelmed,surprise
13536,feel grouchy irritable im sick,anger
13537,feel eager see show sometimes cringe thought watching,joy
13538,feel proud carried struggle today feel real human,joy
13539,feel hesitant say anything positive trying hold breath speak none really matters know shaun passed dlpt,fear
13540,im feeling stressed control regain control breaking particular stressors minutes segments devote attention go,sadness
13541,know feelings innocent,joy
13542,ive feeling passionate local business lately like walk consignment stores second hand shops much enjoy goodwill,love
13543,hate feeling needy vulnerable something someone sometimes seems like youre addict,sadness
13544,im feeling selfish enough start lovely scarf,anger
13545,feeling like valued customer,joy
13546,im dressed im already feeling sort bah humbug today really annoyed type today,anger
13547,feel like timid ive lost lot opportunities make connections people ive wished id made connections,fear
13548,feel disturbed happens roughly everywhere,sadness
13549,grab something hit feel pain damn know risks injuries might occur know dangerous,anger
13550,want feel foolish ridiculous embarrassed self conscious,sadness
13551,feel like way many questions things going un resolved,joy
13552,feel clearly reassured leaving thing needed thing god leading us,joy
13553,usual october things drastically flux feeling melancholy best god asking step cliff faith provide,sadness
13554,al feeling rather agitated totally sure coming,fear
13555,helped feel valued,joy
13556,failed entrance exam medical school studying biochemistry job prospects zambia,anger
13557,feel suddenly startled catch breath think could day,fear
13558,want feel groggy heavy,sadness
13559,left feeling confused blah,fear
13560,feel like distracted silly things like twitter spend entire evening kids actually hear thing saying,anger
13561,im coming full ransom good im feeling graceful good stands,joy
13562,would feel numb though thousands calories would consumed would never taste one bite,sadness
13563,feel sit next beloved nancy,joy
13564,finding able student thought,fear
13565,feeling ok ignore heart jumping supposed yet,joy
13566,reluctantly ate piece string cheese cranky lost weight feeling vain way looking ironic know decided throw,sadness
13567,feel worthless unmotivated like getting,sadness
13568,im feeling pretty morose reasons dont need go beyond plagued,sadness
13569,alotta life going keep mumbling keep swimming keep swimming feel sorts giggly say,joy
13570,ill feel even pressured,fear
13571,feel unwelcome sickening,sadness
13572,taught look like could make feel scared confused excited nervous,fear
13573,im feeling playful humorous,joy
13574,feel like sweet tooth week,love
13575,basically gut feeling whether think person genuinely sincere,joy
13576,talk feel like something valuable say,joy
13577,stop feeling ok started feel pretty awesome,joy
13578,feel precious girl kick see face sonogram makes worth,joy
13579,im feeling mellow right im listening coldplays song yellow,joy
13580,im feeling thankful rhythm days,joy
13581,im super annoyed cause hurts time cause cant complete manicure feel like hands pretty kind scared long take heal nail grow stick finger,fear
13582,feel may popular topic blogosphere,joy
13583,feel like husband sweet,joy
13584,feel terrible writing little theres anything else report,sadness
13585,know simple feelings startled startled though understand words feeling words overtones green ink suddenly say,fear
13586,feel artistic,joy
13587,feel resigned never going finish,sadness
13588,wonder girl want marry contemplate feeling slightly disheartened,sadness
13589,feel must remain faithful,joy
13590,feel comfortable feel safe around,joy
13591,feel stupid every time even think,sadness
13592,ive feeling listless lately,sadness
13593,feel special feel alone busy ever moving world,joy
13594,feeling idea keeping entertained differs ever slightly mine jonny,joy
13595,also feel regretful sense elation felt offing,sadness
13596,feel disheartened things,sadness
13597,feel like product supporting immune cardiovascular systems,love
13598,feel thankful team,joy
13599,feel bit strange saying,surprise
13600,writing feeling hopeless hopeless people around crazy absurd world absurd people,sadness
13601,lured using emoexaderistic things life make feel like could tragic hero save young girl sorta romance plot,sadness
13602,ive judged looked times count many shades grey many feelings gentle world walk given chance,love
13603,feel less submissive generally lost,sadness
13604,missed blessing god providence feeling god caring protecting,love
13605,feel though im supposed sympathetic im hard time feeling way im finding repetition annoying anything else im afraid showing,love
13606,sure fans every team feel one guys got slighted long run really doesnt make much difference shame someone talented evgeni malkin left,joy
13607,start feel like im getting death beloved cat timmy get used idea seeing mum maybe twice ytear justwhen start planning futrue happy timesa ahead start efeeling like,love
13608,always got feeling hated,anger
13609,guess sort believe deep feel unsure unknown,fear
13610,feel sometimes danger companies adding much free stuff slitting throats,joy
13611,feel like writing lyrics particularly special except hopeful someone connect get something saying writing,joy
13612,didnt feel groggy wine href http tartandheathered,sadness
13613,im bit paranoid checked dorm inspected though thats always sorts things thats making feel anxious every time start thinking cleaning packing,fear
13614,really feel vunerable frightened,fear
13615,im feeling bit uncertain comforting draw trusty old louche animals,fear
13616,feeling energetic healthy overall swear weve sleeping better hard,joy
13617,feel fantastic physically,joy
13618,im feeling alot less grouchy lonely today,anger
13619,feel like mother expense productive,joy
13620,feel vital artist passion,joy
13621,im feeling fucked nothing cheer,anger
13622,could feel eyes hot skin,love
13623,feel unsure scared talk,fear
13624,dont want big buttons simply dont feel bothered nice looking button holes maybe next time suspicion could cause giving avoid negativity ordered extra large red press studs attach using decorative stitch visible outside,anger
13625,thought ready commitment relationship someone happens feel numb,sadness
13626,feel damaged hurt severe mental emotional pain right,sadness
13627,feel doubtful ever since took job,fear
13628,feel spirit competition many cases become lost revenue generation machine,sadness
13629,know many muscles body feel one aching,sadness
13630,feel like dissatisfied things think dissatisfied much changing still feel bad times,anger
13631,think find still shaking head disbelief feeling truly disgusted,anger
13632,constantly panicky making big fuss learning exam results often feeling spiteful lost mark two top class,anger
13633,feeling pleased light fixture thing,joy
13634,feeling clever creative,joy
13635,always believed deserved feel divine guidance,joy
13636,say feel perfect love real,joy
13637,visited morning feet sounding quite cheerful im feeling pleased,joy
13638,feel shame never change sweet la la la la long watching jajaja,joy
13639,feeling kind thing logan would admired hes last person earth would ever betrayed trust,love
13640,wanted feel like fabulous people incredible party fell asleep woke place bit overtaken lush florals greenery,joy
13641,one good friends came advice boyfriend hitting beating quite harmfully,anger
13642,came home feeling resigned,sadness
13643,jogless stripes even though ridiculously simple feel like super powers oogle magic,joy
13644,guess im feeling bit vulnerable looking input tonight,fear
13645,wouldnt feel terrible allowed hurt get,sadness
13646,wanted create feeling longing sadness,love
13647,feel like im falling love way romantic sense,love
13648,growing feeling unsure feelings would hear actresses looked open,fear
13649,vague feeling anyway probably useful us could turn something useful,joy
13650,thought might lonely feel isolated without go people short drive away,sadness
13651,im sure anyone else feel pleasantly surprised read first second book,surprise
13652,feeling shitty inside never show,sadness
13653,could feel hit strange foggy wall,fear
13654,hate getting behind feel pressured get back date move projects,fear
13655,allowing feel things bothered,anger
13656,blog really stupid stuff past cant stop feeling embarrassed speak think manner guess since new phase life would like pen thoughts,sadness
13657,im tired feeling like im worthless like future,sadness
13658,know sound like contradicting feel satisfied work,joy
13659,needs get healthy feel lively sexier years,joy
13660,feel like gained sense everyday paranoia casual brutality time,joy
13661,im feeling popular today haha,joy
13662,feel fucking stupid,sadness
13663,feeling bit disheartened know still lot things understand questions know,sadness
13664,could feel strange paralysis body arms hands except odd little force field holding middle fingers forefingers thumbs,fear
13665,persevered km later im feeling pretty smug,joy
13666,feeling fine things considered,joy
13667,assert better feel rich rich,joy
13668,feel way yeah problem trusting especially guys,joy
13669,remember feeling completely hopeless wondering heck even miss idaho women totally different league,sadness
13670,left feeling thoroughly invigorated ready face new year craft challenges big kudos wonderful organizers hello craft truly awesome summit,joy
13671,yesterday akin carlas work book feel could help strengthen drawing area playful creating help gain confidence,joy
13672,detest feeling uncertain,fear
13673,dont understand feel empty hollow deep within,sadness
13674,would maybe come feel special person given time,joy
13675,also feel seeing body reacts important step changing behavior,joy
13676,doubt right case feel faithful gamer,love
13677,feel like beloved burkie miss words ever say,joy
13678,didnt used feel defective younger yet sometimes,sadness
13679,must really feeling shitty im sinking level,sadness
13680,cannot help feel outraged recognize essentially children america rights,anger
13681,feel relaxed enjoy,joy
13682,look back likely years realize impact several lessons learned course season feel something special know even nothing tenure comes close always,joy
13683,feel depressed old sexual demon returns banishes despair mad displays wild exhibitionism april part two href http newrhinegargoyle,sadness
13684,legitimately offer anyone program somehow feel would less impressed adrasteius eulalias adventures tho submit fan freaking tastic,surprise
13685,know never commit incest feels much charming,joy
13686,drove class feeling little apprehensive still sweat,fear
13687,feel weird turn events marred bit slightly weird prose,surprise
13688,im trying find ways add sewing schedule without feeling completely overwhelmed,fear
13689,feeling particulary generous today im giving away packages instead,joy
13690,organised feeling smug last managed list couple fathers day cards etsy folksy shops,joy
13691,im trying disagree sex intercourse feels weird gt,fear
13692,havent exactly felt positive lately feel free remind things ive missed comments youd like,joy
13693,would feel pissed,anger
13694,feeling really want treat parents nicely somehow need generous get jealous easily rawr person strong possession,love
13695,came movie feeling like bunch learn character played came unfortunate conclusion fictional character exist,sadness
13696,ive continued feel energetic time trying keep times working per week jillian workout week sore,joy
13697,started feel crappy,sadness
13698,kneels front bed lower head older man crotch ni ya surprised feel tender kisses planted hips inner thighs,love
13699,never know theres enough light properly expose photo feel like often end dull images disappoint,sadness
13700,feel smart intelligent look somebody masters degree crumbles inside,joy
13701,feeling stressed overwhelmed come rely met mostly club,anger
13702,would cry scream kick door feel terrified,fear
13703,feel awful making flawed academia instilled value system brain shut,sadness
13704,eyes questionable whether shes feeling gracious today,love
13705,started get feeling longing looked quilts display,love
13706,like use pineapple grapes watermelon berries add fresh chopped mint cool refreshing flavor youre feeling festive even add little liqueur like coconut rum drambuie,joy
13707,keep feeling im unloved unwanted unimportant everyones eyes,sadness
13708,feel super bad miss blogging world miss reading everyones blogs miss documenti,joy
13709,feeling honored shoot ffayths new collection,joy
13710,feel little disturbed wire background posted think light better spot,sadness
13711,feel something aversion within maybe still feel like vain thing may seeking sort outer affirmations others might stumble upon ive mentioned truth cares,sadness
13712,im feeling particularly brave armpits common sense damned,joy
13713,feel least bit regretful,sadness
13714,know ill feel shitty whole time,sadness
13715,still feel uncertain many new paths must travel lost feel sometimes sure heavenly father lifting helping feel joy things matter,fear
13716,wrote last post feeling extremely regretful end relationship,sadness
13717,curious paying two large sandwiches would make feel respected,joy
13718,im really happy pregnancy support would recommend anyone whos really feeling like suffering back abdomen aches pains pregnancy,sadness
13719,really need something make feel cute ready blog look really make fashion juices work vintage necklace new bracelets like bracelet fleet got week ago wearing ever since,joy
13720,feeling post sort content blog hoppers possibly comment,joy
13721,hate feeling indecisive things keep emotions lock key,fear
13722,carry feeling around things really rich,joy
13723,feel look products popular widely talked everyday life,joy
13724,counsel people abusive relationships prided understanding feel supportive resource get,love
13725,ive lost pounds weeks lots energy feel terrific exercise treadmill minutes days week,joy
13726,feel person truthful,joy
13727,really didnt feel like going yet another womens conference wonderful event glad went,joy
13728,feel selfish would insist,anger
13729,feeling long couldnt decide whether liked,love
13730,feel adventurous even pop href http dianam,joy
13731,feel glad facebook many cricket related pages providing news views score update cricket website like cricnepal cricket,joy
13732,dont know recently feel really extremely exhausted feel like going faint moment lll never felt like feel weak,sadness
13733,feel like blog april wonderful spring weekend filed href http karmardav,joy
13734,channel yet assured get feeling went broke one,sadness
13735,much money say feel fake unappreciative much world,sadness
13736,feeling inside face broke really bad rash eyelids left red peeling thank harsh pool chemicals mouth think experiencing sort allergic reaction something ate,sadness
13737,im feeling pretty shaken moment,fear
13738,kicked repeatedly next hours feeling ungrateful,sadness
13739,definitely feel get title supporting picture,joy
13740,dead since ive couple months feel pain every time go reach empty bottle cannot bear throw,sadness
13741,see anything would cause feel fearful distrustful,fear
13742,feel reassured know good luck world,joy
13743,started feeling intimidated thought,fear
13744,feeling rather jaded always believed falsely seems one true love christ charity one heart people everything else secondary since charity touted important thing,sadness
13745,get side months possibly extend drink wine wake feeling sad didnt finish started,sadness
13746,still cognize disregarding feel jesus thing real shaken cosmos last yearses,fear
13747,real life pet hamster little really like little family sylvanian families great role play learning animals creating stories flocked fur makes feel special,joy
13748,im really feeling hot comfort foods week,love
13749,involved zenos story casually mentioned would make good novel really feel passionate idea,joy
13750,feel affectionate toward friends ive made online admire spirits talents,love
13751,feel appreciative everything,joy
13752,really love walk home feel really welcomed,joy
13753,admit walked third wave cafe feeling little apprehensive appeared run mill cafe turned restaurant great personality even greater food,fear
13754,spent days feeling defeated wondering much better expect get,sadness
13755,feel honored would think inspiring,joy
13756,think lot times women perceive problem husband actually symptom fact yes im bust generalization feel free tell case different men problem solvers,joy
13757,feel really horny wear hug c k balls really nicely,love
13758,usually feel angered mad body could betraying way mad whole week every four spent wasted,anger
13759,im feeling lot appreciative today,joy
13760,feel like im petty,anger
13761,feel special single,joy
13762,focus sermon think research writing practicing lies ahead feel burdened,sadness
13763,feel permanently unimportant feel stupid,sadness
13764,first held scotty knew love high priced bundle joy couldnt help feeling apprehensive time come holds,fear
13765,still feel cute tight little work pants snug shirt,joy
13766,mean behave cut feel lethargic utter one single word anyone,sadness
13767,feel absolutely amazing,surprise
13768,realize conversation make people feel paranoid upset generally,fear
13769,felt got feel appreciative people,joy
13770,feeling pretty discontent,sadness
13771,become mother body changed much following style still feel gorgeous confident ever,joy
13772,feel need change pattern stand learn supportive,love
13773,im sure moms already figured feel like joyful person,joy
13774,envy couple cant wait get married feel pleased eventually married,joy
13775,feel like successful creation mural would enhance working environment school add motivation children well experience everyone involved,joy
13776,feel lousy happen,sadness
13777,always feel overwhelmed mixture feelings listening songs,surprise
13778,want feel amazed little often,surprise
13779,starting feel scared safety wish officers left matter much hated,fear
13780,loved feeling lily move missed much,sadness
13781,feel proud ability simply comprehend painstakingly discovered rigorous experiments ingenious theories,joy
13782,feel overwhelmed might say stomach hurts head hurts,fear
13783,feel devastated right,sadness
13784,feeling bit miserable thing could cheer good old baking,sadness
13785,kind feel like investing internet dummies type book im really bothered status internet pariah,anger
13786,lve fact yu genuinely feel scared playing game,fear
13787,shook head feeling dazed,surprise
13788,met people every corner globe feeling restless finances allow pick spot see people really care adventure homelands,fear
13789,feel ungrateful petty try talk people,sadness
13790,want believe kids feel whenever become rich famous move mansion waiting,joy
13791,open eyes wide feel last bubble precious air escape lips everything goes black,joy
13792,feel determined even nervous unknown future perhaps even bit thrilling,joy
13793,feel contented going bet hate life tomorrow hide lot things,joy
13794,tell feel punished,sadness
13795,never want audience feel punished preached sorry,sadness
13796,still feel like terrific pistol fantastic price,joy
13797,feel weird plantar fascitis thing,fear
13798,didnt feel insulted though,anger
13799,feel like movie dangerous minds,anger
13800,also tended either attract drama know handle people got feelings hurt really know prevent deal conflict groups,sadness
13801,ill say feel horrible body,sadness
13802,id love know comments feel like funny thing always love reading people schedule days,surprise
13803,cant quite put finger yet reason feel listless,sadness
13804,also feel overwhelmed lists,fear
13805,spoke reported feeling dissassociated dissatisfied human lives,anger
13806,really feel quite honoured represent country,joy
13807,feeling pretty shaky sad,fear
13808,really carry grudge long time feel wronged hurt someway whether aware,anger
13809,feel unsure help,fear
13810,feel like pretty valuable lesson walked away,joy
13811,feel running veins end unpleasant sight,sadness
13812,know need sleep feeling dissatisfied yet accomplish instead glowing pride done,anger
13813,feeling little nostalgic,love
13814,im expressive feel distraught,fear
13815,recommend jasmine green tea teapot service feel like cheese tomato sandwich pretzel donut though could probably convinced img src http,joy
13816,think body recovered feel excited go downstairs start weeks workout,joy
13817,made justin feel pretty miserable last night im sure,sadness
13818,know wont make better person feeling wont help wont make successful,joy
13819,think protection part part feel abused reasons intended rights bear arms,sadness
13820,feel privileged mommy,joy
13821,feel clever taunted friend mine knowledge,joy
13822,okay feeling annoyed life time,anger
13823,feel duty athf devoted fan base show support,love
13824,im feeling paranoid im well aware governments tactics put books want use,fear
13825,totally completely feel free amongst like minded souls,joy
13826,hate anyone ever feel left awkward less,sadness
13827,know feel successful writing blog sweatpants baby sleeps commuted trains ferries business card pocket armani blazer,joy
13828,feel slightly awful,sadness
13829,still feel little bit listless im coping getting much work done possible distract trying overthink anything,sadness
13830,ill admit feel slightly disillusioned,sadness
13831,feel pain aching stop,sadness
13832,feeling much relax calm,joy
13833,feel stressed would watch movies alone walk streets alone,anger
13834,feel sympathetic parties involved careers drain,love
13835,feeling annoyed suddenly,anger
13836,feel like disbanding popular server would let community seems selfish,joy
13837,read lad mags sip herbal tea leave feeling terrific,joy
13838,think feel way often teachers respected allowed autonomy,joy
13839,remember feeling inadequate stood thanked purchases,sadness
13840,keep telling ill feel like celebrating ive passed boards date still determined,joy
13841,im always disappointed ones perceptive enough im worried people watching feel disappointed watching,sadness
13842,much thankful feel jealous skinny girl seemingly disposable income shopping mall seems,anger
13843,im feeling optimistic right ill project,joy
13844,shall never rest every ukrainian feel precious part inclusive ukrainian society whose historical roots always diverse multi national language issue,joy
13845,settle ways based feeling worthless,sadness
13846,feel adventurous willing take risks img src http cdn,joy
13847,feel god humorous creative awesome,joy
13848,feel humiliated stupid didnt realize things pushing farther away,sadness
13849,sadness,anger
13850,feel distracted things take attention interests keep focused times prayer reading word,anger
13851,feel thankful totally pani,joy
13852,feel lucky live,joy
13853,stated class discussions school discourages use im reference library feel abused,sadness
13854,feel completely lost,sadness
13855,feel much peaceful today,joy
13856,love comfy main goal look new clothes cannot stand feeling uncomfortable something,fear
13857,feel loving presence everywhere,love
13858,im ever feeling stressed whack heart black kicks back shape,sadness
13859,feel honored asked little ol,joy
13860,ive heard many times already im already feeling skeptical whatever say,fear
13861,always feel lucky participants love,joy
13862,feeling kind hesitant food sucked going dinner night followed drinking,fear
13863,new guy never know people going react theyre going feel everyone really gracious,love
13864,really like attempt nonbipartisan feel sincere part,joy
13865,certainly get worked feminist issues times also periods feeling fairly mellow,joy
13866,feeling strong sassy went back got aluminum ladder carried house,joy
13867,say feeling least bit inspired idea going riding weather like random times coming hrs,joy
13868,however caught feeling missed lot interesting conversational banter reading dead writers write deader writers,sadness
13869,begin letter kitchen soft predawn winter morning cup tea beside computer feeling virtuous secret hour light made streets mundane,joy
13870,actually feel like beaten,sadness
13871,ive got feeling day proud family,joy
13872,feel damaged talk helps feel strong person use scape goat thing happen,sadness
13873,taking slowly going pace feeling pressured finish catch im looking miracle cure,fear
13874,could definitely feel effects mouth went pleasantly numb relaxed feeling spread throughout body,sadness
13875,cannot stop loving feels amazing really fills heart let,joy
13876,im feeling bit shaken stirred nice bond reference ehh,fear
13877,talked zone leader morning listened carefully explained feeling reassured everything feeling okay normal fact im supposed feeling way right,joy
13878,find often feeling isolated alone starved stimulating adult conversation,sadness
13879,feel reassured safety canadas food supply government food inspection agencies govern safety food,joy
13880,feel like passionate youtube id quite like explain think youtube next best thing entertainment,love
13881,cant honestly say enjoying actual running much feeling benefits liked fields woodland seeing changes seasons getting lungfuls fresh air,love
13882,im feeling hideously guily somewhat naughty work time,love
13883,pray feel presence god around realize birth gods son precious gift never alone,joy
13884,feeling ungrateful earlier week,sadness
13885,feel really sincere pleasure found pleasing others kind pleasure gained anything else,joy
13886,still feeling unhappy upset big changes happened befoe know times heal everything img src http,sadness
13887,feel like barely broke kit,sadness
13888,im feeling like shitty person right worse,sadness
13889,feel offended choose tell guys feel treated guys friends would want put stop nonsense,anger
13890,write feel bit anxious,fear
13891,im feeling little overwhelmed recently,surprise
13892,feel children harms way feel frightened,fear
13893,im feeling especially keen,joy
13894,really valuable spiritual work grew course came whole thing feeling stronger mellow,joy
13895,ive decided whenever start feel mad tod dig deeper find real solution,anger
13896,feeling slightly lethargic overwhelmed new surroundings,sadness
13897,feel like keeper precious years,joy
13898,thankful continues feel comfortable talking journaling,joy
13899,feel exceptionally lucky visit suzanna whose life pretty damn idyllic least perspective vacationer breezing week,joy
13900,feel heartless right,anger
13901,get feeling pay getting fucked,anger
13902,feel happy inspired little sis love reading writing,joy
13903,quite outsider due british mentality feeling embarrassed european north american high school teachers knew culture felt desire change fact,sadness
13904,feel work useless good nothing like,sadness
13905,feel gloomy hate,sadness
13906,insulted disgusting people,anger
13907,feel like meds arent working correctly idk weird,fear
13908,always wake feeling miserable heartbroken,sadness
13909,feel contented whenever think thought good school mates seniors batchmates makes feel somewhat rather comforted,joy
13910,looked happened us two generations looked happened two three instead feeling outraged history aggression felt privileged,anger
13911,feel sparkle sweet passion aretha love hurt away jump jamaica world music festival greatest hits whos zooming aretha knew waiting feat,joy
13912,feeling quite apprehensive wig felt wasnt full id hoped would however id taken account models beautiful long hair,fear
13913,able show directly feel suffocated irritated,anger
13914,spent hours listening thundershowers feeling gorgeous cool summer storm air across ginormous pregnant self,joy
13915,also feel angry mad bitter anyone,anger
13916,paused purpose must step back recognize im walking around feeling discontent make needed adjustments,sadness
13917,feel wonderful earley said,joy
13918,feel like part race stressed,anger
13919,feel alan clay rather pathetic huge mass back neck convinced cancer,sadness
13920,begin feel embarrassed way acted sometimes feel downright unloveable,sadness
13921,feel suspicious,fear
13922,took shower feel little relaxed pain coming going,joy
13923,threw feeling genuinely pleased,joy
13924,feel foundations faith shaken core,fear
13925,know loves showers graces never need feel unloved rejected lack anything time things money,sadness
13926,feel like maybe everything resolved get living life almost years,joy
13927,feel determined time though,joy
13928,feel invigorated ready go,joy
13929,feeling especially ungrateful alone time post anything,sadness
13930,feel theyre getting popular club pop scene leading less effort songs,joy
13931,feeling really emotionally distraught unable concentrate,fear
13932,always feel bit naughty mondays,love
13933,feel frustrated irritable even,anger
13934,mention exfoliate time save loads money feel divine,joy
13935,dun feel happy,joy
13936,th age group race awesome custom horse trophies designed mimic giant painted horses throughout town see example feel determined come back next year try,joy
13937,boyfriend longlasting relationship,sadness
13938,remember get feelings back thrilled humbled blessed energized ones,joy
13939,keep posting sleeping pictures feeling exhausted like right especially lunch getting stuck office midst rain nice air conditioning,sadness
13940,feel like get blank stares,sadness
13941,feel like make mad upset talk,anger
13942,see underground paris night make feel reassured,joy
13943,feel violent urge vomit back room,anger
13944,feel heartless sometimes ability mourn lost someone relating past grandparents,anger
13945,feeling like amy winehouse planning trip betty ford clinic upon less triumphant return australia,joy
13946,best making sure husband feels loved important cared whole heart,love
13947,feeling quite disheartened,sadness
13948,reach hand feel warmth sense strange mysterious connection greater sea lives intimately shared buoyed wave love hope joy surrender greater transcendent surge letting take wherever,fear
13949,think pop automatically seeing pictures people makes feel insecure,fear
13950,feel slighted people use piece cyber world rude towards,anger
13951,wasted entirely much time feeling insecure body,fear
13952,feel terrified even time write feel mr,fear
13953,started thinking times people jerks nothing really could except go home write unsatisfying angry complaints internetsphere generally feel helpless marginalized disregarded society,sadness
13954,enjoyed semester enjoyed challenges got face overcome feel really coming away lot valuable experience,joy
13955,feel badly daughter thats tragic,sadness
13956,feel assured properly preparing crystal spanish sojourn,joy
13957,feeling doomed moment laid eyes still thought judy glasberg href http www,sadness
13958,feeling terrified terrified people around situation involves,fear
13959,never feel accepted go steps first publisher keeping track time spent ministry trying get members,love
13960,feel tug fabric thighs butt overwhelmed feeling fat,surprise
13961,im feeling generous gonna tell another cool blogger,love
13962,left feeling entertained empty,joy
13963,feel doomed long pants ugly shoes rest life even yet,sadness
13964,feeling unduly pleased managed change battery smoke detector,joy
13965,start feeling overwhelmed want run away hide back closet,fear
13966,feel awful stay home missing exercise practice flaking team,sadness
13967,im feeling quite relaxed today,joy
13968,feel contributed positive way seven,joy
13969,href http feeling groggy,sadness
13970,feel change anthem disillusioned,sadness
13971,thankful safety loved ones loved ones friends guilty feeling selfish deeply saddened people back home cannot say,anger
13972,im currently feeling cranky silly reasons im going complain,anger
13973,read practicies cult like beliefs falun gong feel sceptical tad bemused,fear
13974,feel blessed apart,love
13975,need finish venting feeling relieved still feeling irritated,joy
13976,great tutor teach magic cube yesterday night feeling thrilled finally managed learn another new pattern solve magic cube signing,joy
13977,feel hopeful yesterday small number childrens misbehavior service difficult hurried pace day left frayed vulnerable,joy
13978,feel helpless car cash say,sadness
13979,always looking forward life feels dull numb,sadness
13980,hurt bad feel like finally getting punished thinking way feeling damn restless,sadness
13981,sometimes feel inadequate mind often slips focusing god jumps selfish thoughts tasks hand classroom,sadness
13982,feeling fairly comfortable could think plan,joy
13983,find crying loosing everything everything really proud feel loyal connection around,love
13984,ive desperately trying finish machine learning p set im far enough along im longer complete panic mode feel like mood spinner detachedly amused freaking fuck,joy
13985,im feeling quite distressed amount horses whose jaws jammed shut consider excessive nosebands along considerable amount metal mouths,fear
13986,could feel putting simply splendid,joy
13987,really like thrilled see take us another hand feel drama seems bit messy,sadness
13988,feel frustration see ugly numbers feel pain infusion site insert body causes wince pain,sadness
13989,began feel afraid disappointment tour rain fog continued,fear
13990,used work feels needy screams attention please felt obligated give,sadness
13991,mean memories make feel dirty unworthy,sadness
13992,feeling isolated lonely misunderstood,sadness
13993,ive feeling cranky lately,anger
13994,feel like people internet issues online friends expect hateful mean well,anger
13995,love cars feel second attempt owning one pleasant one,joy
13996,feel anything relationships doomed one,sadness
13997,let calm ill feel like neglectful aunt cant,sadness
13998,saw man hitting child years without consideration,anger
13999,know children fulfill dreams happy sponsored children better chance instead feeling hopeless vision something beyond lives poverty,sadness
14000,feel like caring,love
14001,gay feel assaulted right wing,fear
14002,think acts unkindness result form selfishness unkind requires lack concern another person distorted feeling gain unkind,anger
14003,never make feel disliked like bad kid acting according raised acting liek year old child,sadness
14004,think next best see lot level lol looking feeling glad got bad results would stand anyway,joy
14005,always thought problems better deal immediately feel like things resolved feel better,joy
14006,im fed christmas christmas really struggle feel festive,joy
14007,sorta feel like everything delicate right,love
14008,empty disappointed angry sad chaotic destructive feel today im mad always fuck shit,anger
14009,surprised people may feeling outraged terrible environmental consequences logging dam seeing leaders betrayed turning higher authorities divine help last resort,anger
14010,raphael says grasping usual eloquence feeling slip fingers spiteful ease,anger
14011,know main reason feel like losing unsure ever get pieces back quite ready talk yet,fear
14012,stayed vienna class,fear
14013,feel glamourous,joy
14014,feel like naughty girl said way,love
14015,feel like im tortured like years ago,fear
14016,sent home still feeling bit shaky dizzy,fear
14017,im sure youre alone feeling little funny enjoying art even black created black endorsed art littered term would brand hateful backward racist capital r uttered conversation,surprise
